code_activity,name_activity,ar_name_activity
20206.0,Motion designer,مصمم الحركة
20205.0,Infographiste,مصمم انفوجرافيك
20204.0,Illustrateur(trice),مصمم صور
20203.0,Designer web,مصمم ويب
20202.0,Designer UX/UI,مصمم تجربة المستخدم/واجهة المستخدم (UI/UX) 
20201.0,Designer graphique,مصمم جرافيك
20113.0,Développeur(se) Swift,مطور Swift
20112.0,Développeur(se) Ruby,مطور Ruby
20111.0,Développeur(se) JavaScript,مطور JavaScript
20110.0,Développeur(se) C++,مطور C++
20109.0,Développeur(se) PHP,مطور PHP
20108.0,Développeur(se) Java,مطور Java
20107.0,Développeur(se) Python,مطور Python
20106.0,Développeur(se) back-end,مطور الخلفية
20105.0,Développeur(se) front-end,مطور واجهة المستخدم
20104.0,Développeur(se) full-stack,مطور متعدد المهام Full-stack 
20103.0,Développeur(se) logiciel,مطور برمجيات
20102.0,Développeur(se) mobile,مطور تطبيقات الجوال
20101.0,Développeur(se) web,مطور ويب
11118.0,Protectionniste principal superviseur en météorologie,مشرف رئيسي على الوقاية في الأرصاد الجوية
11117.0,Protectionniste principal de la météorologie aéronautique,مكلف رئيسي بالوقاية في الأرصاد الجوية للطيران
11116.0,Protectionniste assistance en météorologie,مكلف بالوقاية في الأرصاد الجوية للمساعدة
11115.0,Protectionniste aéronautique en météorologie,مكلف بالوقاية في الأرصاد الجوية للطيران
11114.0,Prévisionniste principal médias en météorologie,مُتنبأ جوي رئيسي لوسائل الإعلام
11113.0,Prévisionniste principal assistance en météorologie,مُتنبأ جوي رئيسي للمساعدة في الأرصاد الجوية
11112.0,Prévisionniste principal aéronautique en météorologie,مُتنبأ جوي رئيسي للطيران
11111.0,Prévisionniste médias en météorologie,مُتنبأ جوي لوسائل الإعلام
11110.0,Prévisionniste général en météorologie,مُتنبأ جوي عام
11109.0,Prévisionniste assistance régionale en météorologie,مُتنبأ جوي إقليمي للمساعدة في الأرصاد الجوية
11108.0,Prévisionniste assistance en météorologie,مُتنبأ جوي للمساعدة في الأرصاد الجوية
11107.0,Prévisionniste aéronautique régional en météorologie,مُتنبأ جوي إقليمي للطيران
11106.0,Prévisionniste aéronautique en météorologie,مُتنبأ جوي للطيران
11105.0,Observateur principal instructeur en météorologie,ملاحظ جوي رئيسي مدرب في الأرصاد الجوية
11104.0,Observateur météorologique principal,ملاحظ جوي رئيسي
11103.0,Contrôleur d'observations météorologiques,مُراقب للملاحظات الجوية
11102.0,Assistant technique de climatologie,مساعد فني في علم المناخ
11101.0,Archiviste climatologique,مكلف بأرشيف البيانات المناخية
11004.0,Technicien supérieur en topographie et géodésie,تقني سامي في الطبوغرافيا والمساحة التطبيقية (الجيوديسيا)
11003.0,Technicien chargé des opérations de travaux cartographiques,تقني مكلف بعمليات الأشغال الخرائطية
11002.0,Opérateur photogrammètre,عامل المسح التصويري
11001.0,Ingénieur chargé de travaux cartographiques,مهندس مكلف بالأعمال الخرائطية
10907.0,Ingénieur financier,مهندس مالي
10906.0,Ingénieur opérations bourse,مهندس في تداولات البورصة
10905.0,Economiste de marché financier,اخصائي اقتصادي في السوق المالي
10904.0,Analyste risques financiers,محلل المخاطر المالية
10903.0,Analyste marché financier,محلل السوق المالي
10902.0,Analyste financier,محلل مالي
10901.0,Analyste économique,محلل اقتصادي
10804.0,Consultant en communication,استشاري في الاتصالات
10803.0,Assistant relations publiques,مساعد في العلاقات العامة
10802.0,Assistant relations presse,مساعد في العلاقات الصحفية
10801.0,Assistant de communication,مساعد في الاتصالات
10742.0,Technicien minéralogiste,تقني في جيولوجيا المعادن
10741.0,Technicien géophysique,تقني جيوفيزيائي
10740.0,Technicien géologue,تقني جيولوجي
10739.0,Technicien en valorisation géologique,تقني في التقييم الجيولوجي
10738.0,Technicien analyse en exploration pétrolière,تقني في تحليل الاستكشافات النفطية
10737.0,Superviseur géophysique,مشرف جيوفيزيائي
10736.0,Superviseur géologue,مشرف جيولوجي
10735.0,Sondeur géologue,اخصائي في السبر الجيولوجي
10734.0,Sismologue,اخصائي في علم الزلازل
10733.0,Séismologue,عالم الزلازل
10732.0,Pétrographe,اخصائي في الصخور الجيولوجية
10731.0,Minérallurgiste,اخصائي في جيولوجيا المعادن
10730.0,Ingénieur spécialiste en géophysique,مهندس خبير في الجيوفيزياء
10729.0,Ingénieur spécialiste en géologie,مهندس خبير في الجيولوجيا
10728.0,Ingénieur réservoir,مهندس في خزانات انتاج النفط
10727.0,Ingénieur hydrogéologue,مهندس هيدروجيولوجي
10726.0,Ingénieur géotechnicien,مهندس جيوتقني
10725.0,Ingénieur géophysicien,مهندس جيوفيزيائي
10724.0,Ingénieur géologue,مهندس جيولوجي
10723.0,Ingénieur expert en valorisation géologique,مهندس خبير في التقييم الجيولوجي
10722.0,Ingénieur expert en géophysique,مهندس خبير في الجيوفيزياء
10721.0,Ingénieur expert en géologie,مهندس خبير في الجيولوجيا
10720.0,Ingénieur des réservoirs et des boues,مهندس في خزانات انتاج النفط والطين
10719.0,"Ingénieur d’études en minéralogie, pétrographie",مهندس دراسات المعادن والصخور
10718.0,Ingénieur d’études en hydrogéologie,مهندس دراسات في الهيدروجيولوجيا
10717.0,Ingénieur d’études en géophysique,مهندس دراسات في الجيوفيزياء
10716.0,Ingénieur d’application en valorisation géologique,مهندس تطبيقي في التقييم الجيولوجي
10715.0,"Ingénieur d’application en minéralogie, pétrographie",مهندس تطبيقي في علم المعادن والصخور
10714.0,Ingénieur d’application en hydrogéologie,مهندس تطبيقي في الهيدروجيولوجيا
10713.0,Ingénieur d’analyse en exploration pétrolière,مهندس في تحليل الاستكشافات النفطية
10712.0,Hydrologue,هيدرولوجي
10711.0,Hydrogéologue,هيدروجيولوجي
10710.0,Géotechnicien,جيوتقني
10709.0,Géophysicien,جيوفيزيائي
10708.0,Géologue prospecteur,جيولوجي في التنقيب
10707.0,Géologue pétrolier,جيولوجي البترول
10706.0,Géologue minier,جيولوجي المناجم
10705.0,Géologue en recherche prospective,جيولوجي في البحث الاستشرافي
10704.0,Géologue de chantier,جيولوجي ورشات البناء
10703.0,Géologue,جيولوجي
10702.0,Géodésien,اخصائي في الجيوديسيا ومسح الأراضي
10701.0,Géochimiste,جيوكيميائي
10618.0,Technicien principal maintenance poste électrique,تقني رئيسي في صيانة مركز كهربائي
10617.0,Technicien principal études et surveillance des travaux électricité,تقني رئيسي في الدراسات ومراقبة أشغال الكهرباء
10616.0,Surveillant chantier télécom,مراقب ورشة اتصالات
10615.0,Superviseur télécom,مشرف على الاتصالات
10614.0,Poseur tireur de câbles en fibre optique,عامل في تركيب وسحب أسلاك الألياف البصرية
10613.0,Ouvrier qualifié caténaire,عامل مؤهل في تركيب أسلاك القطار الكهربائي
10612.0,Ouvrier professionnel hors catégorie en éclairage public,عامل مهني خارج التصنيف في الإنارة العمومية
10611.0,Opérateur réseau télécom,عامل على شبكة اتصالات
10610.0,Monteur de réseaux électriques,مركب الشبكات الكهربائية
10609.0,Monteur de caténaires,مركب أسلاك القطارات الكهربائية
10608.0,Monteur câbleur réseau électrique,مركب أسلاك الشبكة الكهربائية
10607.0,Electricien en balisage,كهربائي في الإشارات العمومية
10606.0,Electricien de distribution,كهربائي في توزيع الشبكات
10605.0,Electricien d'éclairage public,كهربائي في الإنارة العمومية
10604.0,Câblier réseau électrique,مركب أسلاك الشبكة الكهربائية
10603.0,Aide électricien monteur réseaux,مساعد كهربائي في تركيب الشبكات
10602.0,Agent répartiteur en télécom,عون توزيع شبكات الاتصالات
10601.0,Agent de maitrise en éclairage public,عون تحكم في الإنارة العمومية
10505.0,Technicien principal de conduite de centrale électrique,تقني رئيسي في قيادة محطة كهربائية
10504.0,Technicien de conduite auxiliaire,تقني ملحق في قيادة محطة كهربائية
10503.0,Rondier en production d'énergie,عون دورية في إنتاج الطاقة
10502.0,Opérateur d'exploitation en production d'énergie,عامل استغلال في إنتاج الطاقة
10501.0,Ingénieur de production électrique,مهندس إنتاج كهربائي
10432.0,Elaïologue,خبير في الزيوت الغذائية 
10431.0,Technicien production animale,تقني في الإنتاج الحيواني
10430.0,Technicien forestier,تقني في الغابات
10429.0,Technicien du génie rural,تقني في الهندسة الريفية
10428.0,Ingénieur paysagiste,مهندس تنسيق الحدائق
10427.0,Ingénieur horticole,مهندس في مصائد الأسماك
10426.0,Ingénieur halieute,مهندس في صيد الأسماك
10425.0,Ingénieur forestier,مهندس غابي
10424.0,Ingénieur en technologie alimentaire,مهندس في التكنولوجيا الغذائية
10423.0,Ingénieur en irrigation agricole,مهندس السقي الزراعي
10422.0,Ingénieur en expérimentation végétale,مهندس التجارب النباتية
10421.0,Ingénieur en expérimentation animale,مهندس في التجارب الحيوانية
10420.0,Ingénieur du génie rural,مهندس في الهندسة الريفية
10419.0,Ingénieur des forêts,مهندس الغابات
10418.0,Ingénieur d'application agricole,مهندس التطبيقات الزراعية
10417.0,Ingénieur d'aménagement rural,مهندس التهيئة الريفية
10416.0,Ingénieur arboricole,مهندس في البستنة
10415.0,Ingénieur agronome,مهندس زراعي
10414.0,Expert en aquaculture,خبير في ميدان الصيد
10413.0,Expert cynégétique,خبير في تربية الأحياء المائية 
10412.0,Expert agricole et foncier,خبير فلاحي وعقاري
10411.0,Expérimentateur en agriculture,مختبر في الزراعة
10410.0,Conservateur principal en agriculture,محافظ رئيسي في الزراعة
10409.0,Chargé d'études en développement rural,مكلف بالدراسات في التنمية الريفية
10408.0,Chargé d'études en développement agricole,مكلف بالدراسات في التطوير الزراعي
10407.0,Chargé d'études économiques en agriculture,مكلف بالدراسات الاقتصادية في الزراعة
10406.0,Chargé de recherche en agriculture,مكلف بالبحوث الزراعية
10405.0,Chargé de mission en agriculture,مكلف بمهمة في الزراعة
10404.0,Chargé d'études en environnement,مكلف بالدراسات البيئية
10403.0,Animateur communal de vulgarisation agricole,منسق مجتمعي للتوعية الزراعية
10402.0,Agroéconomiste,اقتصادي زراعي
10401.0,Agent technique d'assistance et de conseil agricole,عامل تقني في المساعدة والاستشارة الفلاحية
10309.0,Testeur de produits de consommation,مختبر مواد استهلاكية
10308.0,Superviseur d'enquêteurs,مشرف على المحققين
10307.0,Responsable d'enquêtes terrain,مسؤول التحقيقات الميدانية
10306.0,Enquêteur sur terrain,محقق ميداني
10305.0,Enquêteur sondage,محقق سبر الآراء
10304.0,Directeur d'enquêtes administration et technique,مدير التحقيقات الإدارية والتقنية
10303.0,Contrôleur d'équipe d'enquêteurs,مراقب فريق المحققين
10302.0,Agent technique en statistique,عون تقني في الاحصاء
10301.0,Agent recenseur,عون احصاء
10220.0,Statisticien,احصائي
10219.0,Responsable prévision des ventes,مسؤول المبيعات المتوقعة
10218.0,Responsable d'études socio-économiques,مسؤول الدراسات الاجتماعية – الاقتصادية
10217.0,Responsable d'études économiques,مسؤول الدراسات الاقتصادية
10216.0,Responsable de veille stratégique,مسؤول الحرص الاستراتيجي
10215.0,Ingénieur statisticien,مهندس احصائي
10214.0,Ingénieur économiste en entreprise,مهندس اقتصادي في مؤسسة
10213.0,Economètre,خبير في الاقتصاد القياسي
10212.0,Directeur d'études économiques,مدير الدراسات الاقتصادية
10211.0,Chargé d'études statistiques,مكلف بالدراسات الإحصائية
10210.0,Chargé d'études socio-économiques,مكلف بالدراسات الاجتماعية – الاقتصادية
10209.0,Chargé d'études satisfaction,مكلف بالدراسات الخاصة برضا الزبون
10208.0,Chargé d'études prospectives,مكلف بالدراسات التوقعية
10207.0,Chargé d'études financières,مكلف بالدراسات المالية
10206.0,Chargé d'études en marketing,مكلف بالدراسات في التسويق
10205.0,Chargé d'études économiques,مكلف بالدراسات الاقتصادية
10204.0,Chargé d'études de marché,مكلف بدراسات السوق
10203.0,Chargé d'études commerciales,مكلف بالدراسات التجارية
10202.0,Charge de mission synthèse et statistique,مكلف بمهمة التلخيص والإحصاء
10201.0,Chargé de mission études d'impact,مكلف بمهمة دراسات التأثيرات
10121.0,Intervenant en prévention des risques professionnels,متدخل في الوقاية من المخاطر المهنية
10120.0,Ingénieurconseil en organisation,مهندس-مستشار في التنظيم
10119.0,Ingénieurconseil en management,مهندس-مستشار في الإدارة
10118.0,Ingénieur en organisation,مهندس في التنظيم
10117.0,Consultant pilotage de la performance,مستشار مختص في قيادة حسن الأداء
10116.0,Consultant ergonome,مستشار مختص في تحسين محيط العمل
10115.0,Consultant en stratégie/organisation,مستشار مختص في استراتيجية/تنظيم
10114.0,Consultant en organisation et management,مستشار مختص في التنظيم وإدارة الأعمال
10113.0,Consultant en organisation,مستشار مختص في التنظيم
10112.0,Consultant en management qualité,مستشار مختص في إدارة الجودة
10111.0,Consultant en management,مستشار مختص في إدارة الأعمال
10110.0,Consultant en intelligence économique,مستشار في الذكاء الاقتصادي
10109.0,Conseiller en organisation d'entreprise,مستشار في تنظيم المؤسسة
10108.0,Conseiller en conduite du changement,مستشار في قيادة التغيير
10107.0,Auditeur social,مدقق اجتماعي
10106.0,Auditeur qualité services,مدقق في جودة الخدمات
10105.0,Auditeur organisationnel,مدقق في التنظيم
10104.0,Auditeur en organisation,مدقق تنظيمي
10103.0,Assistant en organisation,مساعد في التنظيم
10102.0,Animateur qualité services,منشط في جودة الخدمات
10101.0,Animateur de réseau d'entreprises,منشط شبكة المؤسسات
10100.0,Conseils en organisation et management d'entreprise,الاستشارة في تنظيم وادارة المؤسسة
10122.0,Consultant / Analyste en Business Développement,مستشار/محلل تطوير الأعمال
10123.0,Editeur de contenue pédagogique en ligne,ناشر المحتوى التعليمي عبر الإنترنت
10124.0,Formateur expert en mécatronique auto,مكون خبير في ميكاترونيات السيارات
10125.0,"Formateur aux métiers de la sécurité, option sécurité incendie et option sécurité privée",مكون في المهن الأمنية، تخصص السلامة من الحرائق وتخصص الأمن الخاص
10126.0,Conseil en développement durable et RSE (Responsabilité Sociétale des Entreprises),مستشار في التنمية المستدامة والمسؤولية الاجتماعية للشركات
10127.0,Formateur et conseiller dans le domaine QHSE,مكون ومستشار في مجال الجودة والنظافة والسلامة والبيئة
10128.0,Formateur en assurance / management de la qualité,مكون في التأمينات وضمان الجودة
10129.0,Conseil expert en RH et stratégie,مستشار خبير في الموارد البشرية والاستراتيجية
10130.0,Consultant en Service Informatique,استشاري في خدمات الإعلام الآلي
10131.0,Formateur en logiciels de comptabilité,مكون في برمجيات المحاسبة
10132.0,Conseiller en domotique,مستشار في التشغيل الآلي للمنازل
10133.0,Gestionnaire de secrétariat,مسير أمانة (سكريتاريا)
10134.0,Consultant en Achat / Approvisionnement et sourcing,استشاري مشتريات وتوريد
10135.0,Formateur en développement professionnel,مكون في التطوير المهني
10200.0,Études et prospectives socio-économiques,الدراسات والاستشراف الاجتماعي الاقتصادي
10221.0,Consultant en logistique,استشاري لوجستي
10222.0,Consultant en commerce international,استشاري في التجارة الدولية
10223.0,Consultant Technico-commercial,استشاري تقني- تجاري
10400.0,Ingénierie et assistance technique en agriculture et environnement,الهندسة والمساعدة التقنية في مجال الزراعة والبيئة
10433.0,Consultant en agro développement,استشاري في التنمية الزراعية
10434.0,Conseiller en architecture durable et en ingénierie environnementale,استشاري في الهندسة المعمارية المستدامة والهندسة البيئية
10435.0,Formateur en qualité agroalimentaire,مكون في جودة الأغذية الزراعية
10436.0,Assistant d'agriculteur,مساعد مزارع
10437.0,Spécialiste en élevage d’abeilles,أخصائي تربية النحل
10438.0,"Grimpeurs de palmiers, dattiers et autres",متسلق نخيل وأشجار أخرى
10439.0,Hirudiniculteur,مربّي العلقات
10440.0,Opérateur d'abattoir mobile et de machine d'abattage,مشغل المذبح المتنقل وآلات الذبح
10600.0,Montage réseaux électriques et télécoms,تركيب الشبكات الكهربائية والاتصالات
10619.0,Consultant en Voirie & Réseaux Divers (VRD),استشاري في الطرق والشبكات المتنوعة
10800.0,Relations publiques et communication,العلاقات العامة والاتصالات
10805.0,Formateur en interpersonnel,مكون في العلاقات الشخصية
10806.0,Consultant et assistant en communication graphique,مستشار ومساعد في التواصل الجرافيكي
10807.0,Représentant commercial,مندوب مبيعات
10808.0,Agent de recouvrement de créances,وكيل تحصيل الديون
10900.0,Etudes et analyses financières,الدراسة والتحليل المالي
10908.0,Directeur Financier (CFO),مدير مالي
10909.0,Conseiller en investissement,مستشار في الاستثمار
10910.0,Accompagnateur en assurance,مرشد تأمين
10911.0,Consultant en Import-export,استشاري تصدير واستيراد
11200.0,Formations et Conseils Techniques et Industriels,تكوين واستشارة تقنية وصناعية
11201.0,Formateur en logiciels,مكون برمجيات
11202.0,Formation en maintenance automobile,مكون صيانة المركبات
11203.0,Formateur BIM (Building information modeling),مكون نمذجة معلومات المباني
11204.0,Formateur de la réparation de téléphones et tablettes,مكون إصلاح الهواتف والأجهزة اللوحية
11205.0,Concepteur de programmes,مصمم برمجيات
11206.0,Consultant industriel en machines hydrocarbure et énergie,استشاري صناعي في الآلات البترولية والطاقة
11207.0,Consultant formateur en colorimétrie et techniques d'impression,مدرب استشاري في قياس الألوان وتقنيات الطباعة
11208.0,Consultant en chimie industrielle,استشاري كيمياء صناعية
11300.0,Services de Santé et Bien-être,خدمات الصحة والعناية
11301.0,Formateur en lutte anti-nuisible (dératisation -désinsectisation -désinfection ...),مدرب في مكافحة الآفات الحشرية والقوارض والتعقيم
11302.0,Formatrice en esthétique,مكونة في التجميل
11303.0,Conseiller en nutrition et diététique,مستشار تغدية وحمية
20200.0,Design et création numérique,التصميم والإبداع الرقمي
20211.0,Designer de marques,مصمم علامات تجارية
20212.0,Spécialiste de modélisation,أخصائي في النمدجة
20300.0,Marketing numérique,التسويق الرقمي
20313.0,Manager de créateurs de contenu ou marketeurs numériques,مدير أعمال صانع المحتوى أو المسوق الرقمي
21100.0,Services relatifs à l'E-commerce,الخدمات المتعلقة بالتجارة الالكترونية
21111.0,Formateur en E-commerce,مكون في التجارة الإلكترونية
21500.0,Études et développement de réseaux de télécoms,دراسات وتطوير شبكات الاتصالات
21525.0,Cartographe marin,رسام خرائط بحرية
21700.0,Gestion et exploitation de systèmes d'information,تسيير وتشغيل الانظمة المعلوماتية
21713.0,Gestionnaire de Stock,مسير المخزون
21714.0,Chargé de la Gestion électronique des dossiers,مسؤول التسيير الإلكتروني للملفات
21900.0,Activités connexes,أنشطة ذات صلة
21912.0,Livreur de colis avec véhicule en intra-wilaya,سائق توصيل الطرود بالسيارة داخل الولاية
21913.0,Designer de bijoux par logiciels,مصمم مجوهرات عن طريق البرمجيات
21914.0,Correcteur/relecteur linguistique,مصحح ومدقق لغوي
30200.0,Aide à domicile pour les personnes âgées ou handicapées,المساعدة المنزلية لكبار السن أو المعاقين
30207.0,Garde malade,مساعد الرعاية الصحية
30208.0,Interprète en langue des signes,مترجم لغة الإشارة
30400.0,Préparation de repas à domicile,تحضير الوجبات في المنزل
30404.0,Pâtissier à domicile,صانع حلويات منزلي
30500.0,Aide aux devoirs et soutien scolaire à domicile,المساعدة في الواجبات المنزلية والدعم الأكاديمي في المنزل
30504.0,Professionnel d’enseignement spécialisé,مدرس تعليم متخصص
30700.0,Services de jardinage et d'entretien paysager,خدمات البستنة وصيانة الحدائق
30703.0,Décorateur Fleuriste,مصمم ديكور زهور
30900.0,Services de Confort et de Soins à Domicile,خدمات الرعاية والراحة المنزلية
30901.0,Styliste,مصمم أزياء
30902.0,Esthéticienne à domicile,أخصائي(ة) تجميل في المنزل
30903.0,Coiffeur(se) à domicile,حلاق (ة ) في المنزل
30904.0,Ongleriste à domicile,أخصائي(ة)  تجميل الأظافر في المنزل
31000.0,Services animaliers domestiques,خدمات خاصة بالحيوانات الأليفة
31001.0,Dresseur de chiens,مدرب كلاب
31002.0,Garde animaux domestiques,مختص في رعاية الحيوانات الأليفة
40300.0,Assistance maison,المساعدة المنزلية
40301.0,Installateur et réparateur des stores et volets roulants,مركب و مصلح الستائر والستائر المتدحرجة
40302.0,"Agent de Nettoyage, entretien et désinfection",عامل التنظيف والصيانة والتطهير
40303.0,Agent de déménagement et de montage,عامل نقل و تركيب الأثاث و العدات
40304.0,Designer d'intérieur,مصمم داخلي
50200.0,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة
50208.0,Concepteur de bandes dessinées,مصمم قصص مصورة
50300.0,Activités de loisirs,أنشطة ترفيهية
50301.0,Conseiller en hôtellerie et tourisme.,مستشار في الفندقة والسياحة
50302.0,Opérateur de salle de jeux vidéo,مشغل صالة ألعاب الفيديو
50303.0,Coach vocal,مدرب صوت
60600.0,Design industriel,التصميم الصناعي
60605.0,Designer d'éclairage,مصمم إضاءة
60606.0,Styliste Modéliste de chaussures,مصمم أحذية
60700.0,Hygiène Sécurité Environnement-HSE industriels,النظافة، السلامة والمحيط الصناعي
60706.0,Agent de nettoyage des façades vitrées,عون تنظيف واجهات زجاجية
60707.0,Agent de nettoyage industriel,عون تنظيف صناعي
60708.0,Agent de collecte et tri des déchets,عامل تجميع وفرز النفايات
61000.0,Gestion de production Industrielle,تسيير الإنتاج الصناعي
61004.0,Operateur de Sériographie,مشغل آلات طباعة السريغرافيا
61700.0,"Conduite d’installation de production électrique, électronique",قيادة تركيب الإنتاج الكهربائي والإلكتروني
61710.0,Opérateur de machine CNC,مشغل آلات CNC
63400.0,Installation et maintenance réseau télécoms et courants faibles,تركيب وصيانة شبكة الاتصالات والتيارات المنخفضة
63431.0,Piqueteur en fibre otique,مُعَيِّن مَسَار الألياف البصرية
63432.0,Technicien en fibre optique,تقني ألياف  بصرية
63600.0,Maintenance électrique,الصيانة الكهربائية
63611.0,Installation et maintenance de systèmes d'énergie solaire,تركيب وصيانة أنظمة الطاقة الشمسية
63800.0,Services Techniques et Industriels,الخدمات التقنية والصناعية
63801.0,Superviseur de chantier,مشرف موقع البناء
63802.0,Consultant en inspection et intégrité des installations industrielles,استشاري فحص وسلامة المنشآت الصناعية
63803.0,Consultant de Contrôle et inspection CND,استشاري مراقبة وفحص CND
63804.0,"Consultant en relevé du bâti (Photogrammétrie, Lasergrametrie / Modélisation BIM)",استشاري مسح المباني (القياس التصويري، القياس بالليزر / نمذجة معلومات المباني)
63805.0,Ingénieur en fiabilité,مهندس موثوقية
63806.0,Conducteur d'engins de travaux publics,مشغل آلات الأشغال العمومية
63807.0,Mécanicien maritime,ميكانيكي بحري
63808.0,Ingénieur Systèmes Embarqués,مهندس أنظمة مدمجة
70200.0,"Production spectacle, cinéma et audiovisuelle",إنتاج العروض، السينما والسمعي البصري
70236.0,Data manager loisirs (DIT),مسير بيانات الترفيه
70400.0,Réalisation cinématographique et audiovisuelle,الإخراج السينمائي والسمعي البصري
70422.0,Réalisateur de dessins animés,مخرج رسوم متحركة
70500.0,Promotion d'artistes,ترقية الفنانين
70509.0,Découvreur de talents,مكتشف مواهب
70700.0,Arts dramatiques et visuels,الفنون الدرامية والبصرية
70714.0,Magicien /Illusionniste,ساحر/ لاعِب خِفة
70900.0,Présentation de spectacles ou d'émissions,تقديم العروض او الحصص
70911.0,Reporteur multimédia,مراسل وسائط متعددة
71500.0,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية
71527.0,Spécialiste en vidéo mapping / projection mapping,أخصائي تحجيم الفيديو / تخطيط الإسقاط
71600.0,Prise de son et sonorisation,التقاط الصوت والبث الصوتي
71616.0,Voix off,معلق الصوت الخلفي  (voice-over)
71900.0,Réalisation de produits multimédias,إنجاز مواد إعلامية
71909.0,Artiste en effets visuels,فنان مؤثرات بصرية
71910.0,Styliste culinaire,مصمم طعام
72300.0,Art et Patrimoine,فن وتراث
72301.0,Artiste Plasticien,فنان تشكيلي
72302.0,Artiste Sculpteur,فنان نحات
72303.0,Artiste Céramiste,فنان خزفي
72304.0,Artiste Graphiste,فنان جرافيك
72305.0,Artiste Infographiste,فنان إنفوغرافي
72306.0,Artiste Graveur,فنان نقاش
72307.0,Artiste Miniaturiste,فنان مصغر
72308.0,Artiste Enlumineur,فنان اضاءة
72309.0,Artiste Designeur,فنان مصمم
72310.0,Artiste Vireur,فنان زجاجي
72311.0,Artiste Calligraphe,فنان خطاط
72312.0,Animateur de Galerie d’ART,منشط معرض فني
72313.0,Chef de Galerie,مسؤول معرض
72314.0,Artiste Scénographe,فنان سينوغراف
72315.0,Artiste de Bande Dessinée,فنان القصص المصورة
72316.0,Artiste Galeriste,فنان معرضي
72317.0,Expert en arts,خبير فنون
72318.0,Artiste de décoration intérieure,فنان ديكور داخلي
72319.0,Artiste Styliste,فنان مصمم أزياء
72320.0,Artiste Modéliste,فنان موضة
72321.0,Artiste Photographe,فنان مصور
72322.0,Artiste Dessinateur,فنان رسام
72323.0,Réparateur d’instruments musicaux,مصلح آلات موسيقية
72324.0,Restaurateur d’œuvres artistiques,مرمم التحف الفنية
